Source,Target,Type,TimeInterval,Label,Category
554,79,directed,"<[2002, 2004)>",625,5.0
554,620,directed,"<[2002, 2004)>",626,5.0
554,581,directed,"<[2002, 2004)>",628,5.0
554,620,directed,"<[2002, 2004)>",629,5.0
554,79,directed,"<[2002, 2004)>",630,5.0
106,227,directed,"<[2002, 2004)>",631,5.0
106,391,directed,"<[2002, 2004)>",633,5.0
424,249,directed,"<[2000, 2002)>",654,1.0
424,159,directed,"<[2000, 2002)>",655,1.0
424,558,directed,"<[2000, 2002)>",656,1.0
459,249,directed,"<[2002, 2004)>",671,5.0
459,266,directed,"<[2002, 2004)>",672,5.0
597,159,directed,"<[2002, 2004)>",683,1.0
364,32,directed,"<[2000, 2002)>",697,5.0
364,514,directed,"<[2000, 2002)>",698,5.0
144,558,directed,"<[2002, 2004)>",719,1.0
579,492,directed,"<[2002, 2004)>",736,5.0
579,369,directed,"<[2002, 2004)>",744,5.0
191,227,directed,"<[2000, 2002)>",751,1.0
191,391,directed,"<[2000, 2002)>",752,1.0
191,616,directed,"<[2000, 2002)>",754,1.0
597,544,directed,"<[2002, 2004)>",762,1.0
176,544,directed,"<[2002, 2004)>",764,1.0
641,487,directed,"<[2002, 2004)>",775,5.0
396,616,directed,"<[2002, 2004)>",781,5.0
554,620,directed,"<[2002, 2004)>",790,5.0
554,581,directed,"<[2002, 2004)>",791,5.0
181,560,directed,"<[2002, 2004)>",801,5.0
587,391,directed,"<[2002, 2004)>",806,5.0
587,487,directed,"<[2002, 2004)>",812,5.0
561,391,directed,"<[2002, 2004)>",815,5.0
91,160,directed,"<[2000, 2002)>",927,5.0
47,391,directed,"<[2000, 2002)>",938,5.0
396,616,directed,"<[2002, 2004)>",970,5.0
396,616,directed,"<[2002, 2004)>",972,5.0
474,432,directed,"<[2000, 2002)>",979,4.0
474,2,directed,"<[2000, 2002)>",980,4.0
474,2,directed,"<[2000, 2002)>",981,4.0
474,432,directed,"<[2000, 2002)>",982,4.0
597,159,directed,"<[2002, 2004)>",1001,1.0
106,369,directed,"<[2002, 2004)>",1003,5.0
106,227,directed,"<[2002, 2004)>",1006,5.0
106,391,directed,"<[2002, 2004)>",1009,5.0
