Source,Target,Type,TimeInterval,Label,Category
315,1121,directed,"<[2004, 2006)>",137,1.0
350,1437,directed,"<[2004, 2006)>",139,5.0
729,1002,directed,"<[2004, 2006)>",142,5.0
729,1241,directed,"<[2004, 2006)>",143,5.0
729,1279,directed,"<[2004, 2006)>",146,5.0
1568,1437,directed,"<[2004, 2006)>",152,1.0
1568,1391,directed,"<[2004, 2006)>",153,1.0
1568,1030,directed,"<[2004, 2006)>",154,1.0
1568,105,directed,"<[2004, 2006)>",157,1.0
1568,100,directed,"<[2004, 2006)>",158,1.0
1568,37,directed,"<[2004, 2006)>",160,1.0
1568,561,directed,"<[2004, 2006)>",161,1.0
1568,630,directed,"<[2004, 2006)>",162,1.0
1568,1257,directed,"<[2004, 2006)>",163,1.0
1568,9,directed,"<[2004, 2006)>",165,1.0
1568,1675,directed,"<[2004, 2006)>",166,1.0
1568,1056,directed,"<[2004, 2006)>",167,1.0
1568,372,directed,"<[2004, 2006)>",168,1.0
1568,865,directed,"<[2004, 2006)>",169,1.0
698,675,directed,"<[2004, 2006)>",170,1.0
698,676,directed,"<[2004, 2006)>",171,1.0
1424,763,directed,"<[2004, 2006)>",175,1.0
1424,1210,directed,"<[2004, 2006)>",176,1.0
1424,853,directed,"<[2004, 2006)>",177,1.0
1424,1148,directed,"<[2004, 2006)>",178,1.0
1424,1164,directed,"<[2004, 2006)>",179,1.0
1424,1026,directed,"<[2004, 2006)>",180,1.0
1424,372,directed,"<[2004, 2006)>",181,1.0
1424,105,directed,"<[2004, 2006)>",182,1.0
1424,1279,directed,"<[2004, 2006)>",183,1.0
840,185,directed,"<[2004, 2006)>",188,5.0
840,1221,directed,"<[2004, 2006)>",193,5.0
1530,1557,directed,"<[2004, 2006)>",194,1.0
1530,356,directed,"<[2004, 2006)>",195,1.0
1314,1257,directed,"<[2004, 2006)>",200,1.0
625,1641,directed,"<[2004, 2006)>",201,1.0
971,1262,directed,"<[2004, 2006)>",202,1.0
1683,1056,directed,"<[2004, 2006)>",206,1.0
1683,372,directed,"<[2004, 2006)>",207,1.0
1683,1258,directed,"<[2004, 2006)>",208,1.0
1683,630,directed,"<[2004, 2006)>",209,1.0
1683,853,directed,"<[2004, 2006)>",210,1.0
1683,1435,directed,"<[2004, 2006)>",212,1.0
1683,1026,directed,"<[2004, 2006)>",213,1.0
1683,1596,directed,"<[2004, 2006)>",215,1.0
745,35,directed,"<[2004, 2006)>",216,5.0
1586,158,directed,"<[2004, 2006)>",221,5.0
1586,818,directed,"<[2004, 2006)>",222,5.0
1586,1221,directed,"<[2004, 2006)>",224,5.0
1586,247,directed,"<[2004, 2006)>",225,5.0
1586,714,directed,"<[2004, 2006)>",228,5.0
1586,1302,directed,"<[2004, 2006)>",230,5.0
1586,1633,directed,"<[2004, 2006)>",231,5.0
1586,1308,directed,"<[2004, 2006)>",232,5.0
1568,1437,directed,"<[2004, 2006)>",239,1.0
1530,779,directed,"<[2004, 2006)>",245,1.0
1530,1612,directed,"<[2004, 2006)>",249,1.0
566,1437,directed,"<[2006, 2008)>",264,4.0
566,11,directed,"<[2006, 2008)>",265,4.0
566,25,directed,"<[2006, 2008)>",267,4.0
566,760,directed,"<[2006, 2008)>",268,4.0
566,147,directed,"<[2006, 2008)>",269,4.0
566,1516,directed,"<[2006, 2008)>",270,4.0
566,1004,directed,"<[2006, 2008)>",271,4.0
566,9,directed,"<[2006, 2008)>",273,4.0
566,651,directed,"<[2006, 2008)>",274,4.0
566,1056,directed,"<[2006, 2008)>",275,4.0
966,630,directed,"<[2006, 2008)>",276,5.0
966,1162,directed,"<[2006, 2008)>",278,5.0
966,760,directed,"<[2006, 2008)>",279,5.0
966,1056,directed,"<[2006, 2008)>",280,5.0
966,1087,directed,"<[2006, 2008)>",282,5.0
966,1217,directed,"<[2006, 2008)>",283,5.0
966,372,directed,"<[2006, 2008)>",284,5.0
966,1659,directed,"<[2006, 2008)>",285,5.0
966,1435,directed,"<[2006, 2008)>",286,5.0
966,1596,directed,"<[2006, 2008)>",289,5.0
966,105,directed,"<[2006, 2008)>",290,5.0
971,105,directed,"<[2006, 2008)>",300,1.0
840,185,directed,"<[2006, 2008)>",311,5.0
840,1472,directed,"<[2006, 2008)>",312,5.0
840,127,directed,"<[2006, 2008)>",316,5.0
840,1291,directed,"<[2006, 2008)>",327,5.0
1530,1040,directed,"<[2006, 2008)>",328,1.0
1530,1468,directed,"<[2006, 2008)>",331,1.0
1530,9,directed,"<[2006, 2008)>",339,1.0
1530,319,directed,"<[2006, 2008)>",341,1.0
1530,740,directed,"<[2006, 2008)>",342,1.0
1154,1367,directed,"<[2006, 2008)>",348,1.0
1154,1570,directed,"<[2006, 2008)>",349,1.0
1530,158,directed,"<[2006, 2008)>",352,1.0
1530,760,directed,"<[2006, 2008)>",353,1.0
1530,1329,directed,"<[2006, 2008)>",354,1.0
1154,672,directed,"<[2006, 2008)>",361,1.0
971,1344,directed,"<[2006, 2008)>",362,1.0
971,1168,directed,"<[2006, 2008)>",363,1.0
971,173,directed,"<[2006, 2008)>",365,1.0
971,1641,directed,"<[2006, 2008)>",366,1.0
971,865,directed,"<[2006, 2008)>",367,1.0
971,639,directed,"<[2006, 2008)>",368,1.0
971,747,directed,"<[2006, 2008)>",369,1.0
971,1295,directed,"<[2006, 2008)>",370,1.0
971,581,directed,"<[2006, 2008)>",371,1.0
971,1224,directed,"<[2006, 2008)>",372,1.0
625,1344,directed,"<[2006, 2008)>",386,1.0
625,1168,directed,"<[2006, 2008)>",387,1.0
625,1262,directed,"<[2006, 2008)>",388,1.0
625,1295,directed,"<[2006, 2008)>",389,1.0
1586,732,directed,"<[2006, 2008)>",392,5.0
1586,1237,directed,"<[2006, 2008)>",395,5.0
1586,528,directed,"<[2006, 2008)>",396,5.0
1586,1407,directed,"<[2006, 2008)>",397,5.0
1586,714,directed,"<[2006, 2008)>",399,5.0
1586,1190,directed,"<[2006, 2008)>",400,5.0
698,953,directed,"<[2006, 2008)>",412,1.0
698,630,directed,"<[2006, 2008)>",413,1.0
971,1295,directed,"<[2006, 2008)>",415,1.0
1,672,directed,"<[2006, 2008)>",417,5.0
1012,1066,directed,"<[2006, 2008)>",419,4.0
132,83,directed,"<[2006, 2008)>",421,5.0
132,93,directed,"<[2006, 2008)>",422,5.0
132,1132,directed,"<[2006, 2008)>",425,5.0
971,1262,directed,"<[2006, 2008)>",426,1.0
971,1168,directed,"<[2006, 2008)>",427,1.0
971,1641,directed,"<[2006, 2008)>",428,1.0
971,747,directed,"<[2006, 2008)>",429,1.0
1158,1257,directed,"<[2006, 2008)>",430,1.0
1158,1675,directed,"<[2006, 2008)>",431,1.0
1158,100,directed,"<[2006, 2008)>",432,1.0
1158,561,directed,"<[2006, 2008)>",435,1.0
1158,1040,directed,"<[2006, 2008)>",436,1.0
1158,9,directed,"<[2006, 2008)>",437,1.0
988,1681,directed,"<[2006, 2008)>",441,5.0
988,763,directed,"<[2006, 2008)>",444,5.0
1586,158,directed,"<[2006, 2008)>",446,5.0
1586,818,directed,"<[2006, 2008)>",447,5.0
1586,1302,directed,"<[2006, 2008)>",448,5.0
1586,1633,directed,"<[2006, 2008)>",450,5.0
1586,1308,directed,"<[2006, 2008)>",451,5.0
1586,247,directed,"<[2006, 2008)>",460,5.0
1424,1002,directed,"<[2006, 2008)>",463,1.0
1424,760,directed,"<[2006, 2008)>",464,1.0
1424,1681,directed,"<[2006, 2008)>",465,1.0
1424,1527,directed,"<[2006, 2008)>",468,1.0
1424,1286,directed,"<[2006, 2008)>",469,1.0
1424,442,directed,"<[2006, 2008)>",483,1.0
419,672,directed,"<[2006, 2008)>",488,1.0
419,1437,directed,"<[2006, 2008)>",490,1.0
350,1437,directed,"<[2006, 2008)>",493,5.0
1530,1370,directed,"<[2006, 2008)>",498,1.0
1530,561,directed,"<[2006, 2008)>",500,1.0
1530,1596,directed,"<[2006, 2008)>",503,1.0
1530,1258,directed,"<[2006, 2008)>",504,1.0
1530,853,directed,"<[2006, 2008)>",507,1.0
1530,1329,directed,"<[2006, 2008)>",516,1.0
449,1437,directed,"<[2006, 2008)>",519,1.0
1646,185,directed,"<[2006, 2008)>",522,1.0
1646,1407,directed,"<[2006, 2008)>",525,1.0
1586,1168,directed,"<[2006, 2008)>",528,5.0
1586,1260,directed,"<[2006, 2008)>",529,5.0
1586,574,directed,"<[2006, 2008)>",530,5.0
1586,83,directed,"<[2006, 2008)>",531,5.0
1586,1544,directed,"<[2006, 2008)>",533,5.0
1586,1344,directed,"<[2006, 2008)>",534,5.0
1586,1624,directed,"<[2006, 2008)>",535,5.0
1586,1216,directed,"<[2006, 2008)>",537,5.0
1586,119,directed,"<[2006, 2008)>",538,5.0
1586,1472,directed,"<[2006, 2008)>",539,5.0
1586,116,directed,"<[2006, 2008)>",540,5.0
1586,1291,directed,"<[2006, 2008)>",541,5.0
1586,577,directed,"<[2006, 2008)>",543,5.0
1586,340,directed,"<[2006, 2008)>",546,5.0
1586,127,directed,"<[2006, 2008)>",549,5.0
1586,1168,directed,"<[2006, 2008)>",553,5.0
1586,1344,directed,"<[2006, 2008)>",554,5.0
1586,574,directed,"<[2006, 2008)>",555,5.0
1586,1624,directed,"<[2006, 2008)>",556,5.0
1586,1544,directed,"<[2006, 2008)>",557,5.0
1586,1260,directed,"<[2006, 2008)>",558,5.0
1586,1216,directed,"<[2006, 2008)>",561,5.0
1586,127,directed,"<[2006, 2008)>",562,5.0
1586,1291,directed,"<[2006, 2008)>",563,5.0
1586,1411,directed,"<[2006, 2008)>",565,5.0
1586,116,directed,"<[2006, 2008)>",567,5.0
1586,577,directed,"<[2006, 2008)>",569,5.0
1586,119,directed,"<[2006, 2008)>",571,5.0
1586,1472,directed,"<[2006, 2008)>",572,5.0
1586,340,directed,"<[2006, 2008)>",576,5.0
690,675,directed,"<[2000, 2002)>",577,5.0
407,1653,directed,"<[2000, 2002)>",579,1.0
1709,1321,directed,"<[2000, 2002)>",585,5.0
925,1321,directed,"<[2000, 2002)>",588,5.0
1552,1148,directed,"<[2000, 2002)>",595,5.0
323,1217,directed,"<[2004, 2006)>",611,1.0
541,760,directed,"<[2004, 2006)>",632,1.0
1431,1250,directed,"<[2004, 2006)>",633,1.0
541,1516,directed,"<[2004, 2006)>",635,1.0
404,304,directed,"<[2004, 2006)>",636,5.0
541,25,directed,"<[2004, 2006)>",639,1.0
1657,1651,directed,"<[2004, 2006)>",640,1.0
1657,7,directed,"<[2004, 2006)>",642,1.0
749,760,directed,"<[2004, 2006)>",649,4.0
1490,264,directed,"<[2006, 2008)>",650,1.0
541,11,directed,"<[2006, 2008)>",651,1.0
1552,1004,directed,"<[2006, 2008)>",657,5.0
1339,1329,directed,"<[2000, 2002)>",658,4.0
1082,1329,directed,"<[2000, 2002)>",660,4.0
749,874,directed,"<[2000, 2002)>",662,4.0
749,1162,directed,"<[2000, 2002)>",663,4.0
749,874,directed,"<[2000, 2002)>",664,4.0
749,1162,directed,"<[2000, 2002)>",665,4.0
1408,574,directed,"<[2000, 2002)>",671,5.0
1408,1653,directed,"<[2000, 2002)>",672,5.0
1408,1624,directed,"<[2000, 2002)>",674,5.0
1408,1659,directed,"<[2000, 2002)>",675,5.0
1082,9,directed,"<[2000, 2002)>",683,4.0
1082,1451,directed,"<[2000, 2002)>",690,4.0
1082,853,directed,"<[2000, 2002)>",699,4.0
1082,35,directed,"<[2000, 2002)>",702,4.0
1082,791,directed,"<[2000, 2002)>",703,4.0
1339,9,directed,"<[2000, 2002)>",714,4.0
1339,1451,directed,"<[2000, 2002)>",721,4.0
1339,853,directed,"<[2000, 2002)>",730,4.0
1339,35,directed,"<[2000, 2002)>",733,4.0
1339,791,directed,"<[2000, 2002)>",734,4.0
1082,1217,directed,"<[2000, 2002)>",739,4.0
1339,1217,directed,"<[2000, 2002)>",740,4.0
1082,333,directed,"<[2000, 2002)>",745,4.0
1339,333,directed,"<[2000, 2002)>",748,4.0
1082,37,directed,"<[2000, 2002)>",755,4.0
1339,37,directed,"<[2000, 2002)>",756,4.0
193,1283,directed,"<[2000, 2002)>",766,5.0
814,638,directed,"<[2000, 2002)>",768,1.0
814,1641,directed,"<[2000, 2002)>",769,1.0
814,747,directed,"<[2000, 2002)>",770,1.0
422,638,directed,"<[2000, 2002)>",771,5.0
422,1641,directed,"<[2000, 2002)>",772,5.0
422,747,directed,"<[2000, 2002)>",773,5.0
814,639,directed,"<[2000, 2002)>",774,1.0
814,173,directed,"<[2000, 2002)>",775,1.0
422,639,directed,"<[2000, 2002)>",776,5.0
422,173,directed,"<[2000, 2002)>",777,5.0
1157,100,directed,"<[2000, 2002)>",810,1.0
698,1257,directed,"<[2000, 2002)>",811,1.0
698,35,directed,"<[2000, 2002)>",812,1.0
698,1681,directed,"<[2000, 2002)>",813,1.0
422,1641,directed,"<[2000, 2002)>",814,5.0
422,747,directed,"<[2000, 2002)>",815,5.0
422,638,directed,"<[2000, 2002)>",816,5.0
814,1641,directed,"<[2000, 2002)>",817,1.0
814,747,directed,"<[2000, 2002)>",818,1.0
814,638,directed,"<[2000, 2002)>",819,1.0
599,304,directed,"<[2002, 2004)>",852,1.0
599,1260,directed,"<[2002, 2004)>",854,1.0
599,1260,directed,"<[2002, 2004)>",856,1.0
1657,1651,directed,"<[2002, 2004)>",857,1.0
1657,545,directed,"<[2002, 2004)>",858,1.0
809,413,directed,"<[2002, 2004)>",860,5.0
809,1264,directed,"<[2002, 2004)>",861,5.0
1157,763,directed,"<[2002, 2004)>",863,1.0
1157,783,directed,"<[2002, 2004)>",865,1.0
1157,225,directed,"<[2002, 2004)>",866,1.0
1157,1098,directed,"<[2002, 2004)>",867,1.0
1157,538,directed,"<[2002, 2004)>",872,1.0
1157,1507,directed,"<[2002, 2004)>",873,1.0
1403,1262,directed,"<[2004, 2006)>",880,1.0
1079,972,directed,"<[2004, 2006)>",881,1.0
1157,372,directed,"<[2004, 2006)>",882,1.0
1157,1675,directed,"<[2004, 2006)>",883,1.0
1157,1439,directed,"<[2004, 2006)>",884,1.0
1157,760,directed,"<[2004, 2006)>",885,1.0
1157,545,directed,"<[2004, 2006)>",886,1.0
1157,1668,directed,"<[2004, 2006)>",887,1.0
1157,1435,directed,"<[2004, 2006)>",888,1.0
1157,1046,directed,"<[2004, 2006)>",890,1.0
1157,1279,directed,"<[2004, 2006)>",891,1.0
1530,100,directed,"<[2004, 2006)>",897,1.0
1530,1002,directed,"<[2004, 2006)>",898,1.0
1530,1391,directed,"<[2004, 2006)>",901,1.0
599,1651,directed,"<[2004, 2006)>",904,1.0
599,7,directed,"<[2004, 2006)>",907,1.0
1657,1651,directed,"<[2004, 2006)>",908,1.0
1657,7,directed,"<[2004, 2006)>",911,1.0
1119,1449,directed,"<[2006, 2008)>",914,5.0
1119,577,directed,"<[2006, 2008)>",915,5.0
599,1651,directed,"<[2006, 2008)>",918,1.0
599,7,directed,"<[2006, 2008)>",921,1.0
1119,779,directed,"<[2006, 2008)>",923,5.0
1157,545,directed,"<[2006, 2008)>",925,1.0
1157,651,directed,"<[2006, 2008)>",927,1.0
1157,1651,directed,"<[2006, 2008)>",930,1.0
1157,442,directed,"<[2006, 2008)>",931,1.0
1157,1087,directed,"<[2006, 2008)>",940,1.0
1157,733,directed,"<[2006, 2008)>",941,1.0
1157,1308,directed,"<[2006, 2008)>",943,1.0
1157,1210,directed,"<[2006, 2008)>",944,1.0
1157,1148,directed,"<[2006, 2008)>",945,1.0
1157,1279,directed,"<[2006, 2008)>",946,1.0
1157,1004,directed,"<[2006, 2008)>",949,1.0
1157,1503,directed,"<[2006, 2008)>",950,1.0
1157,1116,directed,"<[2006, 2008)>",953,1.0
1157,1681,directed,"<[2006, 2008)>",954,1.0
1157,763,directed,"<[2006, 2008)>",958,1.0
1157,1675,directed,"<[2006, 2008)>",960,1.0
1157,1164,directed,"<[2006, 2008)>",961,1.0
1157,791,directed,"<[2006, 2008)>",963,1.0
107,672,directed,"<[2006, 2008)>",964,1.0
107,1437,directed,"<[2006, 2008)>",966,1.0
600,185,directed,"<[2006, 2008)>",967,1.0
752,185,directed,"<[2006, 2008)>",968,1.0
1586,639,directed,"<[2006, 2008)>",984,5.0
1586,173,directed,"<[2006, 2008)>",985,5.0
1586,1321,directed,"<[2006, 2008)>",986,5.0
1586,1295,directed,"<[2006, 2008)>",987,5.0
1586,1394,directed,"<[2006, 2008)>",988,5.0
1586,93,directed,"<[2006, 2008)>",991,5.0
1586,638,directed,"<[2006, 2008)>",992,5.0
1586,1641,directed,"<[2006, 2008)>",994,5.0
1586,1286,directed,"<[2006, 2008)>",996,5.0
1586,581,directed,"<[2006, 2008)>",997,5.0
1586,747,directed,"<[2006, 2008)>",998,5.0
971,173,directed,"<[2006, 2008)>",1011,1.0
971,639,directed,"<[2006, 2008)>",1012,1.0
1303,185,directed,"<[2006, 2008)>",1021,5.0
132,733,directed,"<[2000, 2002)>",1023,5.0
132,545,directed,"<[2000, 2002)>",1024,5.0
600,692,directed,"<[2006, 2008)>",1034,1.0
752,692,directed,"<[2006, 2008)>",1035,1.0
1268,1030,directed,"<[2006, 2008)>",1037,5.0
1586,972,directed,"<[2006, 2008)>",1038,5.0
1586,1132,directed,"<[2006, 2008)>",1039,5.0
34,459,directed,"<[2006, 2008)>",1045,1.0
34,158,directed,"<[2006, 2008)>",1046,1.0
371,1148,directed,"<[2006, 2008)>",1048,5.0
371,1132,directed,"<[2006, 2008)>",1049,5.0
1586,430,directed,"<[2006, 2008)>",1050,5.0
1586,798,directed,"<[2006, 2008)>",1052,5.0
966,1659,directed,"<[2006, 2008)>",1055,5.0
966,760,directed,"<[2006, 2008)>",1057,5.0
966,105,directed,"<[2006, 2008)>",1058,5.0
966,372,directed,"<[2006, 2008)>",1059,5.0
966,1056,directed,"<[2006, 2008)>",1060,5.0
966,630,directed,"<[2006, 2008)>",1062,5.0
966,1087,directed,"<[2006, 2008)>",1063,5.0
966,1596,directed,"<[2006, 2008)>",1064,5.0
966,1217,directed,"<[2006, 2008)>",1066,5.0
966,1435,directed,"<[2006, 2008)>",1067,5.0
1424,760,directed,"<[2006, 2008)>",1079,1.0
236,1241,directed,"<[2006, 2008)>",1082,5.0
132,1002,directed,"<[2006, 2008)>",1084,5.0
1530,1283,directed,"<[2006, 2008)>",1088,1.0
1530,111,directed,"<[2006, 2008)>",1090,1.0
1530,545,directed,"<[2006, 2008)>",1091,1.0
1530,1308,directed,"<[2006, 2008)>",1093,1.0
1530,387,directed,"<[2006, 2008)>",1098,1.0
1530,1507,directed,"<[2006, 2008)>",1099,1.0
1530,630,directed,"<[2006, 2008)>",1100,1.0
1530,783,directed,"<[2006, 2008)>",1102,1.0
1530,459,directed,"<[2006, 2008)>",1113,1.0
1530,1659,directed,"<[2006, 2008)>",1115,1.0
1586,1262,directed,"<[2006, 2008)>",1117,5.0
1586,1232,directed,"<[2006, 2008)>",1125,5.0
1268,1439,directed,"<[2006, 2008)>",1126,5.0
658,1295,directed,"<[2006, 2008)>",1127,5.0
658,1641,directed,"<[2006, 2008)>",1128,5.0
658,1262,directed,"<[2006, 2008)>",1129,5.0
1530,1651,directed,"<[2006, 2008)>",1132,1.0
1530,344,directed,"<[2006, 2008)>",1134,1.0
1530,1573,directed,"<[2006, 2008)>",1135,1.0
1530,264,directed,"<[2006, 2008)>",1137,1.0
1530,1030,directed,"<[2006, 2008)>",1138,1.0
1530,105,directed,"<[2006, 2008)>",1139,1.0
1530,1250,directed,"<[2006, 2008)>",1140,1.0
1530,830,directed,"<[2006, 2008)>",1141,1.0
1530,783,directed,"<[2006, 2008)>",1142,1.0
371,1279,directed,"<[2006, 2008)>",1156,5.0
371,1651,directed,"<[2006, 2008)>",1157,5.0
371,791,directed,"<[2006, 2008)>",1158,5.0
371,1210,directed,"<[2006, 2008)>",1159,5.0
371,1503,directed,"<[2006, 2008)>",1160,5.0
371,763,directed,"<[2006, 2008)>",1162,5.0
371,760,directed,"<[2006, 2008)>",1163,5.0
371,545,directed,"<[2006, 2008)>",1164,5.0
371,1004,directed,"<[2006, 2008)>",1165,5.0
371,83,directed,"<[2006, 2008)>",1168,5.0
371,442,directed,"<[2006, 2008)>",1169,5.0
371,1308,directed,"<[2006, 2008)>",1177,5.0
371,1002,directed,"<[2006, 2008)>",1178,5.0
1012,465,directed,"<[2006, 2008)>",1179,4.0
1586,799,directed,"<[2006, 2008)>",1183,5.0
1586,1570,directed,"<[2006, 2008)>",1185,5.0
658,760,directed,"<[2006, 2008)>",1186,5.0
658,1503,directed,"<[2006, 2008)>",1187,5.0
658,1210,directed,"<[2006, 2008)>",1188,5.0
658,1295,directed,"<[2006, 2008)>",1190,5.0
236,561,directed,"<[2006, 2008)>",1191,5.0
236,37,directed,"<[2006, 2008)>",1196,5.0
236,1056,directed,"<[2006, 2008)>",1198,5.0
236,9,directed,"<[2006, 2008)>",1200,5.0
236,1040,directed,"<[2006, 2008)>",1201,5.0
1680,465,directed,"<[2006, 2008)>",1203,1.0
1405,465,directed,"<[2006, 2008)>",1204,1.0
1424,100,directed,"<[2006, 2008)>",1209,1.0
1424,725,directed,"<[2006, 2008)>",1212,1.0
1424,953,directed,"<[2006, 2008)>",1218,1.0
1424,1391,directed,"<[2006, 2008)>",1219,1.0
1586,1573,directed,"<[2006, 2008)>",1223,5.0
979,442,directed,"<[2006, 2008)>",1235,5.0
946,247,directed,"<[2006, 2008)>",1241,5.0
979,1527,directed,"<[2006, 2008)>",1244,5.0
979,442,directed,"<[2006, 2008)>",1251,5.0
946,1557,directed,"<[2006, 2008)>",1253,5.0
946,247,directed,"<[2006, 2008)>",1254,5.0
1212,100,directed,"<[2006, 2008)>",1258,5.0
946,247,directed,"<[2004, 2006)>",1261,5.0
1614,1278,directed,"<[2004, 2006)>",1268,1.0
575,152,directed,"<[2006, 2008)>",1273,5.0
759,152,directed,"<[2006, 2008)>",1274,5.0
657,152,directed,"<[2006, 2008)>",1275,5.0
600,692,directed,"<[2006, 2008)>",1278,1.0
752,692,directed,"<[2006, 2008)>",1279,1.0
946,158,directed,"<[2006, 2008)>",1280,5.0
946,247,directed,"<[2006, 2008)>",1282,5.0
1014,1411,directed,"<[2006, 2008)>",1283,5.0
946,247,directed,"<[2006, 2008)>",1287,5.0
106,1283,directed,"<[2006, 2008)>",1288,1.0
1537,1503,directed,"<[2006, 2008)>",1291,5.0
1586,158,directed,"<[2006, 2008)>",1293,5.0
1586,818,directed,"<[2006, 2008)>",1294,5.0
1586,1308,directed,"<[2006, 2008)>",1295,5.0
1586,1302,directed,"<[2006, 2008)>",1296,5.0
1586,1633,directed,"<[2006, 2008)>",1298,5.0
1586,247,directed,"<[2006, 2008)>",1306,5.0
946,247,directed,"<[2004, 2006)>",1308,5.0
1586,1168,directed,"<[2006, 2008)>",1309,5.0
1586,1260,directed,"<[2006, 2008)>",1310,5.0
1586,574,directed,"<[2006, 2008)>",1311,5.0
1586,83,directed,"<[2006, 2008)>",1312,5.0
1586,1544,directed,"<[2006, 2008)>",1314,5.0
1586,1344,directed,"<[2006, 2008)>",1315,5.0
1586,1624,directed,"<[2006, 2008)>",1316,5.0
1020,663,directed,"<[2006, 2008)>",1320,5.0
796,791,directed,"<[2006, 2008)>",1325,1.0
1586,798,directed,"<[2006, 2008)>",1331,5.0
1586,430,directed,"<[2006, 2008)>",1332,5.0
1586,1132,directed,"<[2006, 2008)>",1337,5.0
946,1557,directed,"<[2004, 2006)>",1346,5.0
106,1370,directed,"<[2006, 2008)>",1355,1.0
1586,1216,directed,"<[2006, 2008)>",1368,5.0
1586,119,directed,"<[2006, 2008)>",1369,5.0
1586,1472,directed,"<[2006, 2008)>",1370,5.0
1586,116,directed,"<[2006, 2008)>",1371,5.0
1586,1291,directed,"<[2006, 2008)>",1372,5.0
1586,577,directed,"<[2006, 2008)>",1374,5.0
1586,340,directed,"<[2006, 2008)>",1379,5.0
1586,127,directed,"<[2006, 2008)>",1382,5.0
1586,1168,directed,"<[2006, 2008)>",1388,5.0
1586,1344,directed,"<[2006, 2008)>",1389,5.0
1586,574,directed,"<[2006, 2008)>",1392,5.0
1586,1624,directed,"<[2006, 2008)>",1393,5.0
1586,1544,directed,"<[2006, 2008)>",1394,5.0
1586,1573,directed,"<[2006, 2008)>",1395,5.0
1586,1216,directed,"<[2006, 2008)>",1397,5.0
1586,1411,directed,"<[2006, 2008)>",1401,5.0
1586,116,directed,"<[2006, 2008)>",1403,5.0
1586,1573,directed,"<[2006, 2008)>",1407,5.0
1586,1262,directed,"<[2006, 2008)>",1409,5.0
1586,1407,directed,"<[2006, 2008)>",1410,5.0
1586,158,directed,"<[2006, 2008)>",1415,5.0
