Source,Target,Type,TimeInterval,Label,Category
1136,1483,directed,"<[2004, 2006)>",125,1.0
1136,3523,directed,"<[2004, 2006)>",126,1.0
1136,1253,directed,"<[2004, 2006)>",128,1.0
1136,2377,directed,"<[2004, 2006)>",129,1.0
1136,4918,directed,"<[2004, 2006)>",130,1.0
1136,4631,directed,"<[2004, 2006)>",131,1.0
1136,2377,directed,"<[2004, 2006)>",132,1.0
1136,3980,directed,"<[2004, 2006)>",133,1.0
1136,4918,directed,"<[2004, 2006)>",134,1.0
220,2563,directed,"<[2004, 2006)>",136,1.0
220,4687,directed,"<[2004, 2006)>",137,1.0
1547,3479,directed,"<[2004, 2006)>",138,5.0
1547,2377,directed,"<[2004, 2006)>",139,5.0
1820,3755,directed,"<[2004, 2006)>",141,5.0
1820,725,directed,"<[2004, 2006)>",142,5.0
1820,2202,directed,"<[2004, 2006)>",143,5.0
1820,1940,directed,"<[2004, 2006)>",144,5.0
1820,1094,directed,"<[2004, 2006)>",145,5.0
1820,4836,directed,"<[2004, 2006)>",146,5.0
612,710,directed,"<[2004, 2006)>",149,5.0
278,620,directed,"<[2004, 2006)>",150,4.0
278,1950,directed,"<[2004, 2006)>",151,4.0
1136,2377,directed,"<[2004, 2006)>",152,1.0
1136,4918,directed,"<[2004, 2006)>",153,1.0
1136,4631,directed,"<[2004, 2006)>",154,1.0
1136,4952,directed,"<[2004, 2006)>",155,1.0
1136,2678,directed,"<[2004, 2006)>",157,1.0
1136,3980,directed,"<[2004, 2006)>",158,1.0
1136,4949,directed,"<[2004, 2006)>",159,1.0
1136,2621,directed,"<[2004, 2006)>",160,1.0
1136,392,directed,"<[2004, 2006)>",161,1.0
1136,3061,directed,"<[2004, 2006)>",162,1.0
1136,921,directed,"<[2004, 2006)>",163,1.0
1136,5,directed,"<[2004, 2006)>",165,1.0
1136,1240,directed,"<[2004, 2006)>",166,1.0
1136,3394,directed,"<[2004, 2006)>",167,1.0
1136,4187,directed,"<[2004, 2006)>",168,1.0
1136,1929,directed,"<[2004, 2006)>",169,1.0
4396,4387,directed,"<[2004, 2006)>",170,1.0
4396,482,directed,"<[2004, 2006)>",171,1.0
4945,3175,directed,"<[2004, 2006)>",175,1.0
4945,2172,directed,"<[2004, 2006)>",176,1.0
4945,4507,directed,"<[2004, 2006)>",177,1.0
4945,2119,directed,"<[2004, 2006)>",178,1.0
4945,4715,directed,"<[2004, 2006)>",179,1.0
4945,2036,directed,"<[2004, 2006)>",180,1.0
4945,4187,directed,"<[2004, 2006)>",181,1.0
4945,2678,directed,"<[2004, 2006)>",182,1.0
4945,4836,directed,"<[2004, 2006)>",183,1.0
612,3551,directed,"<[2004, 2006)>",186,5.0
612,363,directed,"<[2004, 2006)>",187,5.0
612,4030,directed,"<[2004, 2006)>",188,5.0
612,1096,directed,"<[2004, 2006)>",190,5.0
612,1564,directed,"<[2004, 2006)>",192,5.0
612,2181,directed,"<[2004, 2006)>",193,5.0
3778,5029,directed,"<[2004, 2006)>",194,1.0
3778,256,directed,"<[2004, 2006)>",195,1.0
3778,114,directed,"<[2004, 2006)>",196,1.0
424,4065,directed,"<[2004, 2006)>",199,1.0
2256,921,directed,"<[2004, 2006)>",200,1.0
451,5101,directed,"<[2004, 2006)>",201,1.0
2003,4821,directed,"<[2004, 2006)>",202,1.0
5130,3394,directed,"<[2004, 2006)>",206,1.0
5130,4187,directed,"<[2004, 2006)>",207,1.0
5130,922,directed,"<[2004, 2006)>",208,1.0
5130,3061,directed,"<[2004, 2006)>",209,1.0
5130,4507,directed,"<[2004, 2006)>",210,1.0
5130,2370,directed,"<[2004, 2006)>",212,1.0
5130,2036,directed,"<[2004, 2006)>",213,1.0
5130,1150,directed,"<[2004, 2006)>",215,1.0
1838,28,directed,"<[2004, 2006)>",216,5.0
4396,1682,directed,"<[2004, 2006)>",219,1.0
2494,4013,directed,"<[2004, 2006)>",221,5.0
2494,1899,directed,"<[2004, 2006)>",222,5.0
2494,2181,directed,"<[2004, 2006)>",224,5.0
2494,4074,directed,"<[2004, 2006)>",225,5.0
2494,120,directed,"<[2004, 2006)>",227,5.0
2494,3139,directed,"<[2004, 2006)>",228,5.0
2494,2242,directed,"<[2004, 2006)>",230,5.0
2494,2538,directed,"<[2004, 2006)>",231,5.0
2494,4855,directed,"<[2004, 2006)>",232,5.0
3174,3585,directed,"<[2004, 2006)>",236,1.0
3174,4687,directed,"<[2004, 2006)>",237,1.0
4957,5069,directed,"<[2004, 2006)>",238,1.0
1136,2377,directed,"<[2004, 2006)>",239,1.0
4012,3364,directed,"<[2004, 2006)>",240,1.0
3610,1346,directed,"<[2004, 2006)>",241,1.0
3610,2935,directed,"<[2004, 2006)>",242,1.0
3778,1664,directed,"<[2004, 2006)>",243,1.0
3778,1921,directed,"<[2004, 2006)>",244,1.0
3778,552,directed,"<[2004, 2006)>",245,1.0
3778,992,directed,"<[2004, 2006)>",246,1.0
3778,123,directed,"<[2004, 2006)>",247,1.0
3778,5069,directed,"<[2004, 2006)>",249,1.0
3778,912,directed,"<[2004, 2006)>",250,1.0
3778,1104,directed,"<[2004, 2006)>",253,1.0
3778,2418,directed,"<[2004, 2006)>",254,1.0
3778,2429,directed,"<[2004, 2006)>",256,1.0
3778,2841,directed,"<[2004, 2006)>",257,1.0
3778,1130,directed,"<[2004, 2006)>",258,1.0
3778,1383,directed,"<[2004, 2006)>",259,1.0
2258,1368,directed,"<[2004, 2006)>",260,5.0
1077,1667,directed,"<[2004, 2006)>",262,1.0
1077,4176,directed,"<[2004, 2006)>",263,1.0
396,2377,directed,"<[2006, 2008)>",264,4.0
396,7,directed,"<[2006, 2008)>",265,4.0
396,3062,directed,"<[2006, 2008)>",266,4.0
396,3935,directed,"<[2006, 2008)>",267,4.0
396,4446,directed,"<[2006, 2008)>",268,4.0
396,1369,directed,"<[2006, 2008)>",269,4.0
396,3772,directed,"<[2006, 2008)>",270,4.0
396,3359,directed,"<[2006, 2008)>",271,4.0
396,5,directed,"<[2006, 2008)>",273,4.0
396,4369,directed,"<[2006, 2008)>",274,4.0
396,3394,directed,"<[2006, 2008)>",275,4.0
2000,3061,directed,"<[2006, 2008)>",276,5.0
2000,3090,directed,"<[2006, 2008)>",277,5.0
2000,4714,directed,"<[2006, 2008)>",278,5.0
2000,4446,directed,"<[2006, 2008)>",279,5.0
2000,3394,directed,"<[2006, 2008)>",280,5.0
2000,4667,directed,"<[2006, 2008)>",282,5.0
2000,4770,directed,"<[2006, 2008)>",283,5.0
2000,4187,directed,"<[2006, 2008)>",284,5.0
2000,1219,directed,"<[2006, 2008)>",285,5.0
2000,2370,directed,"<[2006, 2008)>",286,5.0
2000,3611,directed,"<[2006, 2008)>",288,5.0
2000,1150,directed,"<[2006, 2008)>",289,5.0
2000,2678,directed,"<[2006, 2008)>",290,5.0
2778,90,directed,"<[2006, 2008)>",292,5.0
2778,4097,directed,"<[2006, 2008)>",294,5.0
2778,3622,directed,"<[2006, 2008)>",295,5.0
2778,1934,directed,"<[2006, 2008)>",296,5.0
2778,2686,directed,"<[2006, 2008)>",297,5.0
2003,2678,directed,"<[2006, 2008)>",300,1.0
2619,2279,directed,"<[2006, 2008)>",301,1.0
612,3353,directed,"<[2006, 2008)>",302,5.0
612,2918,directed,"<[2006, 2008)>",303,5.0
612,4704,directed,"<[2006, 2008)>",304,5.0
612,261,directed,"<[2006, 2008)>",307,5.0
612,4030,directed,"<[2006, 2008)>",311,5.0
612,3744,directed,"<[2006, 2008)>",312,5.0
612,3874,directed,"<[2006, 2008)>",313,5.0
612,363,directed,"<[2006, 2008)>",314,5.0
612,351,directed,"<[2006, 2008)>",315,5.0
612,1361,directed,"<[2006, 2008)>",316,5.0
612,658,directed,"<[2006, 2008)>",317,5.0
612,882,directed,"<[2006, 2008)>",318,5.0
612,285,directed,"<[2006, 2008)>",319,5.0
612,4794,directed,"<[2006, 2008)>",321,5.0
612,3275,directed,"<[2006, 2008)>",322,5.0
612,1214,directed,"<[2006, 2008)>",323,5.0
612,2982,directed,"<[2006, 2008)>",324,5.0
612,1561,directed,"<[2006, 2008)>",325,5.0
612,1499,directed,"<[2006, 2008)>",326,5.0
612,2234,directed,"<[2006, 2008)>",327,5.0
3778,4637,directed,"<[2006, 2008)>",328,1.0
3778,2759,directed,"<[2006, 2008)>",330,1.0
3778,2411,directed,"<[2006, 2008)>",331,1.0
3778,3091,directed,"<[2006, 2008)>",332,1.0
3778,4084,directed,"<[2006, 2008)>",335,1.0
3778,1678,directed,"<[2006, 2008)>",336,1.0
3778,5039,directed,"<[2006, 2008)>",338,1.0
3778,5,directed,"<[2006, 2008)>",339,1.0
3778,4140,directed,"<[2006, 2008)>",341,1.0
3778,3156,directed,"<[2006, 2008)>",342,1.0
3473,811,directed,"<[2006, 2008)>",343,1.0
3473,4327,directed,"<[2006, 2008)>",344,1.0
3473,4060,directed,"<[2006, 2008)>",345,1.0
3473,2300,directed,"<[2006, 2008)>",348,1.0
3473,2478,directed,"<[2006, 2008)>",349,1.0
3778,3188,directed,"<[2006, 2008)>",351,1.0
3778,4013,directed,"<[2006, 2008)>",352,1.0
3778,4446,directed,"<[2006, 2008)>",353,1.0
3778,973,directed,"<[2006, 2008)>",354,1.0
3778,3611,directed,"<[2006, 2008)>",355,1.0
3778,2740,directed,"<[2006, 2008)>",357,1.0
3473,477,directed,"<[2006, 2008)>",361,1.0
2003,4891,directed,"<[2006, 2008)>",362,1.0
2003,855,directed,"<[2006, 2008)>",363,1.0
2003,2298,directed,"<[2006, 2008)>",364,1.0
2003,1386,directed,"<[2006, 2008)>",365,1.0
2003,5101,directed,"<[2006, 2008)>",366,1.0
2003,1929,directed,"<[2006, 2008)>",367,1.0
2003,456,directed,"<[2006, 2008)>",368,1.0
2003,532,directed,"<[2006, 2008)>",369,1.0
2003,4842,directed,"<[2006, 2008)>",370,1.0
2003,1726,directed,"<[2006, 2008)>",371,1.0
2003,4772,directed,"<[2006, 2008)>",372,1.0
1223,238,directed,"<[2006, 2008)>",374,5.0
1223,289,directed,"<[2006, 2008)>",375,5.0
1223,4910,directed,"<[2006, 2008)>",378,5.0
1223,933,directed,"<[2006, 2008)>",379,5.0
1223,1452,directed,"<[2006, 2008)>",381,5.0
1223,2825,directed,"<[2006, 2008)>",383,5.0
1576,1946,directed,"<[2006, 2008)>",384,5.0
1576,4039,directed,"<[2006, 2008)>",385,5.0
451,4891,directed,"<[2006, 2008)>",386,1.0
451,855,directed,"<[2006, 2008)>",387,1.0
451,4821,directed,"<[2006, 2008)>",388,1.0
451,4842,directed,"<[2006, 2008)>",389,1.0
2494,4795,directed,"<[2006, 2008)>",390,5.0
2494,5155,directed,"<[2006, 2008)>",391,5.0
2494,3148,directed,"<[2006, 2008)>",392,5.0
2494,2198,directed,"<[2006, 2008)>",395,5.0
2494,1680,directed,"<[2006, 2008)>",396,5.0
2494,2342,directed,"<[2006, 2008)>",397,5.0
2494,3139,directed,"<[2006, 2008)>",399,5.0
2494,871,directed,"<[2006, 2008)>",400,5.0
2494,4552,directed,"<[2006, 2008)>",404,5.0
2494,2229,directed,"<[2006, 2008)>",405,5.0
2494,338,directed,"<[2006, 2008)>",406,5.0
4245,268,directed,"<[2006, 2008)>",410,5.0
4245,3498,directed,"<[2006, 2008)>",411,5.0
4396,1992,directed,"<[2006, 2008)>",412,1.0
4396,3061,directed,"<[2006, 2008)>",413,1.0
3084,2377,directed,"<[2006, 2008)>",414,1.0
2003,4842,directed,"<[2006, 2008)>",415,1.0
1282,875,directed,"<[2006, 2008)>",416,5.0
1282,477,directed,"<[2006, 2008)>",417,5.0
4613,2062,directed,"<[2006, 2008)>",419,4.0
2695,2660,directed,"<[2006, 2008)>",421,5.0
2695,3974,directed,"<[2006, 2008)>",422,5.0
2695,825,directed,"<[2006, 2008)>",425,5.0
2003,4821,directed,"<[2006, 2008)>",426,1.0
2003,855,directed,"<[2006, 2008)>",427,1.0
2003,5101,directed,"<[2006, 2008)>",428,1.0
2003,532,directed,"<[2006, 2008)>",429,1.0
843,921,directed,"<[2006, 2008)>",430,1.0
843,1240,directed,"<[2006, 2008)>",431,1.0
843,3980,directed,"<[2006, 2008)>",432,1.0
843,434,directed,"<[2006, 2008)>",433,1.0
843,392,directed,"<[2006, 2008)>",435,1.0
843,4637,directed,"<[2006, 2008)>",436,1.0
843,5,directed,"<[2006, 2008)>",437,1.0
2012,448,directed,"<[2006, 2008)>",440,5.0
2012,1248,directed,"<[2006, 2008)>",441,5.0
2012,3175,directed,"<[2006, 2008)>",444,5.0
2494,4013,directed,"<[2006, 2008)>",446,5.0
2494,1899,directed,"<[2006, 2008)>",447,5.0
2494,2242,directed,"<[2006, 2008)>",448,5.0
2494,2538,directed,"<[2006, 2008)>",450,5.0
2494,4855,directed,"<[2006, 2008)>",451,5.0
2494,1997,directed,"<[2006, 2008)>",454,5.0
2494,3281,directed,"<[2006, 2008)>",455,5.0
2494,4074,directed,"<[2006, 2008)>",460,5.0
2494,4219,directed,"<[2006, 2008)>",462,5.0
4945,725,directed,"<[2006, 2008)>",463,1.0
4945,4446,directed,"<[2006, 2008)>",464,1.0
4945,1248,directed,"<[2006, 2008)>",465,1.0
4945,1371,directed,"<[2006, 2008)>",467,1.0
4945,5013,directed,"<[2006, 2008)>",468,1.0
4945,950,directed,"<[2006, 2008)>",469,1.0
4945,3678,directed,"<[2006, 2008)>",471,1.0
4945,1196,directed,"<[2006, 2008)>",472,1.0
4945,4350,directed,"<[2006, 2008)>",473,1.0
4945,1287,directed,"<[2006, 2008)>",475,1.0
4945,1419,directed,"<[2006, 2008)>",479,1.0
4945,3612,directed,"<[2006, 2008)>",480,1.0
4945,1599,directed,"<[2006, 2008)>",483,1.0
4945,1213,directed,"<[2006, 2008)>",485,1.0
1580,477,directed,"<[2006, 2008)>",488,1.0
1580,952,directed,"<[2006, 2008)>",489,1.0
1580,2377,directed,"<[2006, 2008)>",490,1.0
1580,875,directed,"<[2006, 2008)>",491,1.0
1547,3479,directed,"<[2006, 2008)>",492,5.0
1547,2377,directed,"<[2006, 2008)>",493,5.0
3778,3654,directed,"<[2006, 2008)>",498,1.0
3778,392,directed,"<[2006, 2008)>",500,1.0
3778,815,directed,"<[2006, 2008)>",501,1.0
3778,1150,directed,"<[2006, 2008)>",503,1.0
3778,922,directed,"<[2006, 2008)>",504,1.0
3778,227,directed,"<[2006, 2008)>",505,1.0
3778,1582,directed,"<[2006, 2008)>",506,1.0
3778,4507,directed,"<[2006, 2008)>",507,1.0
3778,2425,directed,"<[2006, 2008)>",509,1.0
1547,1479,directed,"<[2006, 2008)>",510,5.0
1547,4270,directed,"<[2006, 2008)>",511,5.0
1547,2953,directed,"<[2006, 2008)>",512,5.0
3778,2740,directed,"<[2006, 2008)>",515,1.0
3778,973,directed,"<[2006, 2008)>",516,1.0
1605,2377,directed,"<[2006, 2008)>",519,1.0
5104,108,directed,"<[2006, 2008)>",521,1.0
5104,4030,directed,"<[2006, 2008)>",522,1.0
5104,3030,directed,"<[2006, 2008)>",523,1.0
5104,2342,directed,"<[2006, 2008)>",525,1.0
5104,2477,directed,"<[2006, 2008)>",526,1.0
5104,3622,directed,"<[2006, 2008)>",527,1.0
2494,855,directed,"<[2006, 2008)>",528,5.0
2494,923,directed,"<[2006, 2008)>",529,5.0
2494,3027,directed,"<[2006, 2008)>",530,5.0
2494,2660,directed,"<[2006, 2008)>",531,5.0
2494,4697,directed,"<[2006, 2008)>",532,5.0
2494,5025,directed,"<[2006, 2008)>",533,5.0
2494,4891,directed,"<[2006, 2008)>",534,5.0
2494,2524,directed,"<[2006, 2008)>",535,5.0
2494,3530,directed,"<[2006, 2008)>",537,5.0
2494,89,directed,"<[2006, 2008)>",538,5.0
2494,3744,directed,"<[2006, 2008)>",539,5.0
2494,2684,directed,"<[2006, 2008)>",540,5.0
2494,2234,directed,"<[2006, 2008)>",541,5.0
2494,10,directed,"<[2006, 2008)>",542,5.0
2494,1722,directed,"<[2006, 2008)>",543,5.0
2494,1208,directed,"<[2006, 2008)>",544,5.0
2494,240,directed,"<[2006, 2008)>",546,5.0
2494,1073,directed,"<[2006, 2008)>",547,5.0
2494,1361,directed,"<[2006, 2008)>",549,5.0
2494,3015,directed,"<[2006, 2008)>",551,5.0
2494,2121,directed,"<[2006, 2008)>",552,5.0
2494,855,directed,"<[2006, 2008)>",553,5.0
2494,4891,directed,"<[2006, 2008)>",554,5.0
2494,3027,directed,"<[2006, 2008)>",555,5.0
2494,2524,directed,"<[2006, 2008)>",556,5.0
2494,5025,directed,"<[2006, 2008)>",557,5.0
2494,923,directed,"<[2006, 2008)>",558,5.0
2494,4697,directed,"<[2006, 2008)>",559,5.0
2494,3530,directed,"<[2006, 2008)>",561,5.0
2494,1361,directed,"<[2006, 2008)>",562,5.0
2494,2234,directed,"<[2006, 2008)>",563,5.0
2494,1073,directed,"<[2006, 2008)>",564,5.0
2494,2349,directed,"<[2006, 2008)>",565,5.0
2494,2684,directed,"<[2006, 2008)>",567,5.0
2494,1722,directed,"<[2006, 2008)>",569,5.0
2494,89,directed,"<[2006, 2008)>",571,5.0
2494,3744,directed,"<[2006, 2008)>",572,5.0
2494,1208,directed,"<[2006, 2008)>",573,5.0
2494,3015,directed,"<[2006, 2008)>",574,5.0
2494,10,directed,"<[2006, 2008)>",575,5.0
2494,240,directed,"<[2006, 2008)>",576,5.0
4392,4387,directed,"<[2000, 2002)>",577,5.0
4207,3876,directed,"<[2000, 2002)>",579,1.0
3164,3454,directed,"<[2000, 2002)>",582,4.0
3164,381,directed,"<[2000, 2002)>",583,4.0
2584,281,directed,"<[2000, 2002)>",584,5.0
2584,3615,directed,"<[2000, 2002)>",585,5.0
4567,281,directed,"<[2000, 2002)>",587,5.0
4567,3615,directed,"<[2000, 2002)>",588,5.0
4207,1852,directed,"<[2000, 2002)>",593,1.0
4207,2328,directed,"<[2000, 2002)>",594,1.0
2465,2119,directed,"<[2000, 2002)>",595,5.0
2584,281,directed,"<[2002, 2004)>",596,5.0
4567,281,directed,"<[2002, 2004)>",597,5.0
2584,3675,directed,"<[2002, 2004)>",600,5.0
4567,3675,directed,"<[2002, 2004)>",602,5.0
4142,1224,directed,"<[2004, 2006)>",604,1.0
4142,387,directed,"<[2004, 2006)>",607,1.0
4142,4879,directed,"<[2004, 2006)>",608,1.0
4142,4770,directed,"<[2004, 2006)>",611,1.0
4142,2471,directed,"<[2004, 2006)>",617,1.0
4142,4635,directed,"<[2004, 2006)>",618,1.0
4142,1469,directed,"<[2004, 2006)>",619,1.0
4142,1743,directed,"<[2004, 2006)>",620,1.0
3007,4446,directed,"<[2004, 2006)>",632,1.0
1050,3562,directed,"<[2004, 2006)>",633,1.0
3007,3772,directed,"<[2004, 2006)>",635,1.0
1576,4130,directed,"<[2004, 2006)>",636,5.0
3007,2094,directed,"<[2004, 2006)>",638,1.0
3007,3935,directed,"<[2004, 2006)>",639,1.0
5110,5106,directed,"<[2004, 2006)>",640,1.0
5110,1284,directed,"<[2004, 2006)>",642,1.0
3164,4446,directed,"<[2004, 2006)>",649,4.0
3760,4090,directed,"<[2006, 2008)>",650,1.0
3007,7,directed,"<[2006, 2008)>",651,1.0
2465,3359,directed,"<[2006, 2008)>",657,5.0
4886,973,directed,"<[2000, 2002)>",658,4.0
793,973,directed,"<[2000, 2002)>",660,4.0
3164,634,directed,"<[2000, 2002)>",662,4.0
3164,4714,directed,"<[2000, 2002)>",663,4.0
3164,634,directed,"<[2000, 2002)>",664,4.0
3164,4714,directed,"<[2000, 2002)>",665,4.0
3366,3202,directed,"<[2000, 2002)>",668,5.0
3693,3027,directed,"<[2000, 2002)>",671,5.0
3693,3876,directed,"<[2000, 2002)>",672,5.0
3693,2880,directed,"<[2000, 2002)>",673,5.0
3693,2524,directed,"<[2000, 2002)>",674,5.0
3693,1219,directed,"<[2000, 2002)>",675,5.0
793,1743,directed,"<[2000, 2002)>",681,4.0
793,5,directed,"<[2000, 2002)>",683,4.0
793,4962,directed,"<[2000, 2002)>",690,4.0
793,2471,directed,"<[2000, 2002)>",691,4.0
793,434,directed,"<[2000, 2002)>",697,4.0
793,4507,directed,"<[2000, 2002)>",699,4.0
793,4635,directed,"<[2000, 2002)>",700,4.0
793,28,directed,"<[2000, 2002)>",702,4.0
793,568,directed,"<[2000, 2002)>",703,4.0
793,1745,directed,"<[2000, 2002)>",705,4.0
793,1469,directed,"<[2000, 2002)>",707,4.0
4886,1743,directed,"<[2000, 2002)>",712,4.0
4886,5,directed,"<[2000, 2002)>",714,4.0
4886,4962,directed,"<[2000, 2002)>",721,4.0
4886,2471,directed,"<[2000, 2002)>",722,4.0
4886,434,directed,"<[2000, 2002)>",728,4.0
4886,4507,directed,"<[2000, 2002)>",730,4.0
4886,4635,directed,"<[2000, 2002)>",731,4.0
4886,28,directed,"<[2000, 2002)>",733,4.0
4886,568,directed,"<[2000, 2002)>",734,4.0
4886,1745,directed,"<[2000, 2002)>",736,4.0
4886,1469,directed,"<[2000, 2002)>",738,4.0
793,4770,directed,"<[2000, 2002)>",739,4.0
4886,4770,directed,"<[2000, 2002)>",740,4.0
793,233,directed,"<[2000, 2002)>",745,4.0
4886,233,directed,"<[2000, 2002)>",748,4.0
793,2621,directed,"<[2000, 2002)>",755,4.0
4886,2621,directed,"<[2000, 2002)>",756,4.0
1402,703,directed,"<[2000, 2002)>",762,5.0
1402,1799,directed,"<[2000, 2002)>",764,5.0
1402,946,directed,"<[2000, 2002)>",766,5.0
4480,1763,directed,"<[2000, 2002)>",768,1.0
4480,5101,directed,"<[2000, 2002)>",769,1.0
4480,532,directed,"<[2000, 2002)>",770,1.0
297,1763,directed,"<[2000, 2002)>",771,5.0
297,5101,directed,"<[2000, 2002)>",772,5.0
297,532,directed,"<[2000, 2002)>",773,5.0
4480,456,directed,"<[2000, 2002)>",774,1.0
4480,1386,directed,"<[2000, 2002)>",775,1.0
297,456,directed,"<[2000, 2002)>",776,5.0
297,1386,directed,"<[2000, 2002)>",777,5.0
4711,3980,directed,"<[2000, 2002)>",810,1.0
4396,921,directed,"<[2000, 2002)>",811,1.0
4396,28,directed,"<[2000, 2002)>",812,1.0
4396,1248,directed,"<[2000, 2002)>",813,1.0
297,5101,directed,"<[2000, 2002)>",814,5.0
297,532,directed,"<[2000, 2002)>",815,5.0
297,1763,directed,"<[2000, 2002)>",816,5.0
4480,5101,directed,"<[2000, 2002)>",817,1.0
4480,532,directed,"<[2000, 2002)>",818,1.0
4480,1763,directed,"<[2000, 2002)>",819,1.0
4347,4130,directed,"<[2002, 2004)>",852,1.0
4347,923,directed,"<[2002, 2004)>",854,1.0
4347,923,directed,"<[2002, 2004)>",856,1.0
5110,5106,directed,"<[2002, 2004)>",857,1.0
5110,1696,directed,"<[2002, 2004)>",858,1.0
4170,2122,directed,"<[2002, 2004)>",859,1.0
4474,2922,directed,"<[2002, 2004)>",860,5.0
4474,2217,directed,"<[2002, 2004)>",861,5.0
